date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:23:42	182012/182012	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2003:23:38%20GMT	http://preview.ladipage.me/abw1	C:/My%20Web%20Sites/Lading%202/preview.ladipage.me/abw1.html	(from )
10:23:42	5140/5140	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2003:23:39%20GMT	http://preview.ladipage.me/robots.txt		(from )
10:23:42	380659/380659	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2018%20Feb%202023%2003:23:40%20GMT	https://w.ladicdn.com/v2/source/ladipage.vi.min.js?v=1676534351818	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/v2/source/ladipage.vi.min2021.js	(from http://preview.ladipage.me/abw1)
10:23:42	104976/104976	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:40%20GMT	https://w.ladicdn.com/s600x450/60c0437a3e70ad0020981917/logo-abw-blue-20230217030025-d0fry.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s600x450/60c0437a3e70ad0020981917/logo-abw-blue-20230217030025-d0fry.png	(from http://preview.ladipage.me/abw1)
10:23:42	157902/157902	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:40%20GMT	https://w.ladicdn.com/s1440x777/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x777/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	(from http://preview.ladipage.me/abw1)
10:23:43	65409/65409	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:40%20GMT	https://w.ladicdn.com/s1300x950/60c0437a3e70ad0020981917/cay-ghep-rang-implant-20230217032234-9mb7y.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1300x950/60c0437a3e70ad0020981917/cay-ghep-rang-implant-20230217032234-9mb7y.jpg	(from http://preview.ladipage.me/abw1)
10:23:43	36446/36446	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:41%20GMT	https://w.ladicdn.com/s550x700/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x700/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	(from http://preview.ladipage.me/abw1)
10:23:43	150532/150532	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:41%20GMT	https://w.ladicdn.com/s1440x801/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x801/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	(from http://preview.ladipage.me/abw1)
10:23:43	36446/36446	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:41%20GMT	https://w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s700x900/60c0437a3e70ad0020981917/dental-implants-market-20230217032449-5a0hb.jpg	(from http://preview.ladipage.me/abw1)
10:23:44	48801/48801	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:41%20GMT	https://w.ladicdn.com/s750x750/60c0437a3e70ad0020981917/463-20220323100157-20230217040551-hu0qi.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s750x750/60c0437a3e70ad0020981917/463-20220323100157-20230217040551-hu0qi.jpg	(from http://preview.ladipage.me/abw1)
10:23:44	166647/166647	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:41%20GMT	https://w.ladicdn.com/s1440x777/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x777/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:23:44	22226/22226	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:42%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-mis-c1-20230217064540-cr5qq.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-mis-c1-20230217064540-cr5qq.jpg	(from http://preview.ladipage.me/abw1)
10:23:44	45789/45789	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:42%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-straumann-20230217064540-fokkg.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-straumann-20230217064540-fokkg.jpg	(from http://preview.ladipage.me/abw1)
10:23:44	31554/31554	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:42%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-nobel-biocar-20230217064539-eqsnl.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-nobel-biocar-20230217064539-eqsnl.jpg	(from http://preview.ladipage.me/abw1)
10:23:45	27570/27570	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:42%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-biotem-20230217064540-rc2lx.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/implant-biotem-20230217064540-rc2lx.jpg	(from http://preview.ladipage.me/abw1)
10:23:45	166647/166647	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:43%20GMT	https://w.ladicdn.com/s1440x714/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x714/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:23:45	730598/730598	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:43%20GMT	https://w.ladicdn.com/s950x1300/60c0437a3e70ad0020981917/21-20230217072525-htepe.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s950x1300/60c0437a3e70ad0020981917/21-20230217072525-htepe.png	(from http://preview.ladipage.me/abw1)
10:23:45	447517/447517	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:43%20GMT	https://w.ladicdn.com/s950x1300/60c0437a3e70ad0020981917/12-20230217072525-ejgtc.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s950x1300/60c0437a3e70ad0020981917/12-20230217072525-ejgtc.png	(from http://preview.ladipage.me/abw1)
10:23:45	195934/195934	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:43%20GMT	https://w.ladicdn.com/s1440x1439/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x1439/60c0437a3e70ad0020981917/bg1-20230216031708-bnbgs.png	(from http://preview.ladipage.me/abw1)
10:23:46	424447/424447	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:43%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/trios-20230110014634-qag3u-20230217075820-lwwwm.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/trios-20230110014634-qag3u-20230217075820-lwwwm.png	(from http://preview.ladipage.me/abw1)
10:23:46	356945/356945	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:44%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/penguinrfa-20230110014634-_3wxb-20230217075820-68cjs.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/penguinrfa-20230110014634-_3wxb-20230217075820-68cjs.png	(from http://preview.ladipage.me/abw1)
10:23:46	454575/454575	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:44%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/dental-vibe-20230110014634-jb473-20230217075820-y0i4a.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/dental-vibe-20230110014634-jb473-20230217075820-y0i4a.png	(from http://preview.ladipage.me/abw1)
10:23:46	379155/379155	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:44%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/ct-cone-beam-3d-20230110014635-zw6ep-20230217075819-1unq3.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/ct-cone-beam-3d-20230110014635-zw6ep-20230217075819-1unq3.png	(from http://preview.ladipage.me/abw1)
10:23:47	150532/150532	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:44%20GMT	https://w.ladicdn.com/s1440x614/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x614/60c0437a3e70ad0020981917/bg-20230216030001-iqmjf.png	(from http://preview.ladipage.me/abw1)
10:23:47	518907/518907	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:44%20GMT	https://w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/vo-trung-tuyet-doi-20230110014635-w0lvs-20230217075820-rvvts.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s550x600/60c0437a3e70ad0020981917/vo-trung-tuyet-doi-20230110014635-w0lvs-20230217075820-rvvts.png	(from http://preview.ladipage.me/abw1)
10:23:47	69248/69248	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:45%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5136-20220323100214-20230217082514-4pg6g.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5136-20220323100214-20230217082514-4pg6g.jpg	(from http://preview.ladipage.me/abw1)
10:23:47	58365/58365	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:45%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5135-20220323100214-20230217082514-v_znq.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5135-20220323100214-20230217082514-v_znq.jpg	(from http://preview.ladipage.me/abw1)
10:23:47	56212/56212	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:45%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5134-20220323100214-20230217082514-_mq4g.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5134-20220323100214-20230217082514-_mq4g.jpg	(from http://preview.ladipage.me/abw1)
10:23:48	71259/71259	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:45%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5133-20220323100214-20230217082514--riaz.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5133-20220323100214-20230217082514--riaz.jpg	(from http://preview.ladipage.me/abw1)
10:23:48	61633/61633	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:45%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5132-20220323100214-20230217082514-qiw2q.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5132-20220323100214-20230217082514-qiw2q.jpg	(from http://preview.ladipage.me/abw1)
10:23:48	52855/52855	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:46%20GMT	https://w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5131-20220323100157-20230217082514-ricvl.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s800x500/60c0437a3e70ad0020981917/5131-20220323100157-20230217082514-ricvl.jpg	(from http://preview.ladipage.me/abw1)
10:23:48	121768/121768	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:46%20GMT	https://w.ladicdn.com/s700x800/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s700x800/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	(from http://preview.ladipage.me/abw1)
10:23:49	75041/75041	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:46%20GMT	https://w.ladicdn.com/s1440x291/5c7362c6c417ab07e5196b05/lkYRh2Qy20200313061328.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x291/5c7362c6c417ab07e5196b05/lkYRh2Qy20200313061328.jpg	(from http://preview.ladipage.me/abw1)
10:23:49	113925/113925	---MCZ	200	added ('OK')	image/png	date:Sat,%2018%20Feb%202023%2003:23:46%20GMT	https://w.ladicdn.com/s650x500/60c0437a3e70ad0020981917/logo-abw-blue-20230217030025-d0fry.png	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s650x500/60c0437a3e70ad0020981917/logo-abw-blue-20230217030025-d0fry.png	(from http://preview.ladipage.me/abw1)
10:23:49	157902/157902	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:47%20GMT	https://w.ladicdn.com/s1440x710/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s1440x710/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	(from http://preview.ladipage.me/abw1)
10:23:49	133020/133020	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2018%20Feb%202023%2003:23:47%20GMT	https://w.ladicdn.com/s768x852/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	C:/My%20Web%20Sites/Lading%202/w.ladicdn.com/s768x852/60c0437a3e70ad0020981917/image2-20230216014545-j4mst.jpg	(from http://preview.ladipage.me/abw1)
